name,surname,gender,searching_gender,age,interests,latitude,longitude
Sara,Mays,N,F,29,"Bar tending, Mathematics, Salsa",41.0583,-96.3149
Terry,Sullivan,M,F,35,"Improv, Biking, Air hockey, Video games, Astrophysics",39.3966,-81.2247
Mark,Lyons,M,A,19,"Drawing, Wrestling, Billiards, Cooking, Glassblowing",26.178,-80.1528
Erica,Rice,F,F,19,"Field hockey, Windsurfing, Drawing, Puzzle solving, Dancing",42.2131,-104.5175
Cassidy,Ryan,F,A,32,"Fashion design, Volleyball, Mixology",44.5232,-72.9463
Gary,Butler,M,A,31,"Mathematics, Mixology, Wine tasting, Skateboarding, Salsa",40.8723,-82.8766
Tanya,Ochoa,F,M,33,"Biking, Interior design, Video editing, American football, Lacrosse",37.5511,-89.6554
Stephanie,Jenkins,F,M,36,"Glassblowing, Filmography, Literature, Running",41.088,-84.5349
David,Wright,N,F,20,"Bar tending, Pilates, Geocaching, Kiteboarding, Rugby",38.9425,-76.8945
Julie,Rosales,F,M,20,"Poetry, Stand-up comedy, Improv",34.0726,-92.5553
Jessica,Wade,F,M,31,"Ceramics, Mobile app development, Sewing",40.3232,-98.5961
Andrew,Stone,M,M,38,"Synchronized swimming, Astronomy, Floristry, Basketball",39.931,-120.9548
Charlene,Daniel,N,N,33,"Polo, Nature Photography, Horseback riding, Pottery, Volleyball",46.3779,-112.0305
Courtney,Sanders,N,F,34,"Squash, Marathons, Fashion design, Hang gliding, Triathlons",42.4482,-122.1096
Lorraine,Fernandez,N,N,22,"Food criticism, Web design, Letterboxing, Public relations, Weightlifting",41.6923,-90.5803
Andrew,Zavala,M,B,18,"Darts, DJing, Cycling, Horseback riding, Treasure hunting",36.699,-119.5575
Frederick,Powell,M,F,28,"Investment banking, Puzzle solving, Cooking, Polo, Interior design",33.1176,-84.1931
Andrew,Sherman,M,M,24,"Food criticism, Hiking, Pinball, Yachting",34.2874,-91.3383
Shawn,King,M,N,31,"Painting, Music production, Baseball, Interests",30.2337,-85.637
Shane,Melendez,N,A,35,"Filmmaking, Yachting, Windsurfing",43.2893,-75.4672
Lori,Greene,N,F,19,"Ethical hacking, Investment banking, Floristry",42.7642,-85.316
David,Ashley,N,B,27,"Equestrian, Muay Thai, Writing, Skiing",41.0313,-74.2408
Shelby,Moore,F,B,25,"Rappelling, Rock climbing, Dancing",37.4762,-75.8591
Duane,Mcconnell,M,F,37,"Sketching, Video games, Gardening, Escape rooms, Drawing",30.748,-99.2288
Angel,Lane,M,B,38,"Floristry, Self defense, Salsa",36.3531,-83.2362
Mary,Bennett,F,M,20,"Billiards, Salsa, Glassblowing",45.4091,-96.8546
Megan,Bruce,F,A,39,"Photography, Rock Climbing, Escape rooms, Wine tasting, Painting",47.2524,-122.3153
Erin,Shaw,F,A,38,"Pilates, Mobile app development, Knitting",39.66,-86.1171
Melissa,Oconnell,N,M,18,"Gymnastics, Guitar, Art history",39.3389,-85.204
Michael,Martin,N,M,21,"Data analysis, Geocaching, Acting, Mathematics",46.5589,-91.5712
Denise,Crane,F,F,22,"Stand-up comedy, Sculpting, Yoga",44.7318,-92.8538
Taylor,Robinson,F,A,25,"Ethical hacking, Landscaping, Mobile app development",38.9302,-99.2144
Kenneth,Brown,N,B,24,"Theater, Salsa, Acting",37.979,-88.3279
Michael,Taylor,M,M,32,"Computer programming, Water polo, Rappelling, Singing, Interests",48.0638,-115.135
Victoria,Simmons,F,A,32,"Card games, Water polo, Acting, Kiteboarding",34.9005,-92.5186
Jesse,Nelson,M,A,32,"Baseball, Writing, Windsurfing",42.1747,-96.7016
Kevin,Wallace,M,N,28,"Escape rooms, Running, Theater",40.8709,-73.6287
Megan,Mcdonald,F,B,30,"Triathlons, Hiking, Geocaching, Watercolor, Meditation",29.9765,-93.9459
Sarah,Peters,F,M,32,"Mountain biking, Physics, Mobile app development",41.2343,-95.1394
William,White,M,N,35,"Wine tasting, Floristry, Interior design, Stand-up comedy, Theatre",42.244,-83.6208
Joshua,Miller,N,N,22,"Calligraphy, Nature Photography, Public relations",25.8171,-80.1396
Jacqueline,Ward,F,M,25,"Data analysis, Board games, Pilates, Video games",41.3118,-81.345
Matthew,Herrera,M,F,32,"Orienteering, Mountain biking, Soccer, Movies, Mobile app development",46.0543,-97.5068
Joshua,Rodgers,M,N,34,"Dancing, Marketing, Public relations, Golf, Snowboarding",42.7468,-84.5926
Melissa,Mccoy,F,N,32,"Stock trading, Marathons, Pinball",42.9589,-91.813
Renee,Reed,F,F,37,"Floristry, Teaching, Rock climbing",40.0518,-95.4301
Trevor,Baker,M,N,31,"Pottery, Bar tending, Astronomy, Table tennis",41.4709,-98.0678
April,Ruiz,F,F,35,"Financial analysis, Bowling, Fishing",39.2238,-121.0522
Robert,Caldwell,N,N,38,"Darts, Literature, Music, Yachting",39.4535,-85.663
Sara,Cooper,F,A,36,"Mountain biking, Gaming, Food styling, Physics, Wine tasting",34.1102,-86.8662
Billy,Beard,N,B,34,"Paragliding, Advertising, Knitting, Marketing",36.3166,-119.7054
Alisha,Hill,F,F,33,"Pilates, Baking, Self defense",45.0105,-96.4189
Susan,Day,N,M,33,"Salsa, Nature, Advertising",33.6815,-112.4515
Joshua,Rivera,M,A,32,"Mobile app development, Investment banking, Astrophysics, Gaming, Landscaping",40.0557,-82.7227
Brittany,Hubbard,F,B,37,"DJing, Road cycling, Interests, Painting, Gymnastics",37.3182,-122.2651
Thomas,Diaz,M,B,30,"Martial arts, Guitar, Singing",39.3642,-76.5175
Patrick,Rose,M,B,35,"Acting, Pinball, Road cycling",34.8217,-103.3157
Carla,Estrada,F,M,38,"Pottery, Advertising, Rock climbing, Gymnastics, Music",42.3955,-90.3184
Michael,Miller,M,M,22,"Improv, Kayaking, Badminton",35.4292,-91.1107
Martha,Holt,F,M,36,"Pilates, Sculpting, Movies, Drawing",40.4899,-112.017
Mario,Reyes,N,F,22,"Singing, Billiards, Rappelling, Astrophysics, Stock trading",38.0706,-120.5501
Charles,Compton,N,F,31,"Rappelling, Wine tasting, Fishing, Video games, Teaching",32.744,-96.4529
Holly,Harris,F,F,21,"Ethical hacking, Filmmaking, Golf, Diving, Skateboarding",33.448,-97.7663
Kristen,Flores,F,A,20,"Running, Baseball, Ethical hacking",41.7234,-97.1215
Nathaniel,Hubbard,N,F,31,"Billiards, Music production, Polo, Wine tasting, Theater",46.9018,-102.4222
Kevin,Hall,N,N,24,"Karate, Interior design, Theater, Fashion design",32.4409,-85.7131
James,Evans,M,N,29,"Fishing, Stand-up comedy, Table tennis, Calligraphy, Running",37.5812,-81.3855
Cindy,Page,F,B,30,"Shuffleboard, Calligraphy, Filmography, Knitting",39.8821,-79.8877
Brian,Savage,N,A,39,"Ice skating, Investment banking, Karate",44.8738,-88.1444
Cody,Owens,M,M,20,"Movies, Carpentry, Financial analysis",39.3433,-89.2186
Jonathan,May,M,B,21,"Yoga, Gardening, Cybersecurity, Singing, Kickboxing",33.2747,-99.0021
Joel,Hoover,M,F,21,"Art history, Blacksmithing, Rugby",41.9095,-88.6076
Jacqueline,Garcia,F,F,36,"Mathematics, Pinball, Yoga",29.2442,-81.0465
Corey,Bell,M,A,39,"Pottery, Shuffleboard, Mathematics",43.5466,-116.8094
Kayla,Flores,F,M,37,"Public relations, Skateboarding, Skiing, Skydiving, Triathlons",31.862,-88.7021
Casey,Davis,N,F,30,"Journalism, Salsa, Sculpting",39.0319,-82.8252
Jeffrey,Bean,M,F,29,"Lacrosse, Dancing, Gardening, Interests",44.969,-92.4381
Jeremy,Dickerson,N,F,32,"Treasure hunting, Reading, Football, Travel",40.6877,-98.5777
Stephanie,Stevens,F,N,21,"Hang gliding, Weightlifting, Water polo, Fitness",37.937,-99.2547
Robert,Johnson,M,N,20,"Tennis, Web design, Financial analysis, Diving, Dancing",68.1421,-145.4956
Jason,Robertson,N,M,32,"Theatre, Jujitsu, Nature Photography",37.3867,-93.9579
Daniel,Hill,M,M,37,"Travel, Singing, Dancing, Landscaping",18.4491,-66.7387
Margaret,Miranda,F,F,19,"Ice skating, Financial analysis, Pilates, Dancing, Computer programming",40.2028,-78.9293
Glenda,Reyes,F,B,29,"Travel, Orienteering, Diving, Pool, Ethical hacking",39.3457,-74.486
Timothy,Rodriguez,M,B,34,"Sewing, Poetry, Pinball",41.4041,-81.5053
Erik,Clark,M,M,26,"Shuffleboard, Video games, Calligraphy, Rappelling, Data analysis",35.4508,-97.457
Jessica,Summers,N,N,39,"Muay Thai, Horseback riding, Hang gliding, Board games, Marathons",32.7193,-97.6722
Michael,Lowe,M,B,30,"Jogging, Watercolor, Sewing, Pottery, Knitting",44.1198,-93.7096
Vanessa,Clements,F,F,25,"Mobile app development, Pilates, Floristry, Calligraphy",56.2631,-158.8049
Charles,Rodriguez,M,B,32,"Salsa, Roller hockey, Kiteboarding, Improv, Video editing",46.0493,-122.3034
Steven,Price,M,A,32,"Poetry, Escape rooms, Marathons",41.1641,-87.8452
Kyle,Sawyer,M,F,32,"Theatre, Kiteboarding, Nature, Literature",40.5291,-74.7358
Jose,Franklin,M,A,30,"Interests, Journalism, Wrestling, Filmmaking, Diving",41.8912,-93.3962
Jennifer,Gordon,F,M,22,"Skateboarding, Fitness, Stock trading, Stand-up comedy",36.6101,-95.4888
William,Williams,M,M,32,"Knitting, Journalism, Tennis",33.182,-94.7402
James,Guzman,N,M,25,"Baking, Ballet, Running, Music production",36.7224,-87.2626
Melissa,Johnson,N,A,18,"Blacksmithing, Reading, Mobile app development",39.4928,-123.7812
James,Marquez,N,N,28,"Music, Running, Landscaping, Astronomy",25.724,-80.3388
Ronald,Cole,M,M,30,"Boating, Salsa, Singing, Golf",40.3389,-79.7114
Kathryn,Becker,N,F,31,"DJing, Photography, Food criticism",41.3237,-71.822
Victor,Martin,M,N,34,"Sewing, Yoga, Soccer, Data analysis",36.3928,-100.7976
Diana,Nelson,F,A,22,"Astrophysics, Rugby, Woodworking",40.0735,-95.3518
Amy,Walker,F,F,39,"Baseball, Singing, Ceramics",42.0905,-88.849
Jennifer,Mccullough,F,N,32,"Shuffleboard, Painting, Stock trading, Computer programming, Hiking",44.2449,-86.2927
Jennifer,Nunez,N,A,20,"Music, Stock trading, Tennis, Choreography, Knitting",46.8403,-123.2337
Amanda,Gonzalez,N,N,26,"Basketball, Mobile app development, Ballet, Hiking, Billiards",40.1922,-74.9982
Jacob,Cowan,M,N,35,"Surfing, Music production, Horseback riding, Bar tending",43.1262,-92.9047
Joshua,James,N,N,20,"Snowboarding, Filmmaking, Wine tasting",40.0775,-75.128
Robert,King,M,B,25,"Bouldering, Marketing, Windsurfing",35.7999,-83.8685
Carla,Wright,F,B,20,"Yoga, Air hockey, Road cycling",33.9469,-103.6531
Ronald,Kirby,M,M,36,"Knitting, Martial arts, Water polo",38.0382,-81.2759
Michael,Ross,M,F,33,"Soccer, Landscaping, Watercolor, Road cycling, Acting",26.1406,-80.181
Michael,Beard,N,M,38,"Music, Nature, Journalism",42.0969,-104.9586
John,Weaver,N,N,38,"Boxing, Lacrosse, Air hockey, Stock trading",44.6837,-73.5037
Brandy,Young,F,M,21,"Music production, Salsa, Card games, Nature, Music",32.2389,-96.4978
Tracy,Garrett,N,N,27,"Boxing, Mixology, Escape rooms, Food styling, Wine tasting",35.5429,-97.966
Michael,Case,M,N,29,"Nature Photography, Carpentry, Muay Thai",41.7113,-88.3353
Tina,Myers,F,A,28,"Treasure hunting, Bar tending, Orienteering",35.7374,-105.9819
Christopher,Moyer,N,B,25,"Sculpting, Mixology, Geocaching, Basketball, Painting",41.48,-91.3079
David,Hodge,M,N,19,"Pinball, Music production, DJing, Interior design",40.3289,-75.9938
Ryan,Baker,M,F,34,"Salsa, Jujitsu, Nature, Singing, Music",43.2301,-89.3431
Pamela,Cochran,F,M,34,"Stand-up comedy, Skydiving, Golf, Geocaching",37.8512,-82.023
Kimberly,Gallagher,F,M,35,"Teaching, Carpentry, Painting, Skydiving, Yoga",41.0338,-77.3023
Karen,Fields,F,N,37,"Filmmaking, Table tennis, Acting, Video games",38.7175,-95.0778
Victor,Little,M,M,26,"Jogging, Mixology, Stand-up comedy, Roller hockey, Equestrian",35.0219,-86.999
Bonnie,Lowery,F,N,35,"Swimming, Filmography, Filmmaking, Drawing",32.3325,-112.0464
Nicole,Perry,N,B,25,"Choreography, Jujitsu, Food criticism, Hiking",36.8446,-94.6093
Michael,Williams,M,B,25,"Filmmaking, Glassblowing, Surfing",36.0992,-110.2209
Robert,Porter,N,B,39,"Sculpting, Volleyball, Polo, Astrophysics, Fashion design",39.2134,-94.5592
Timothy,Jackson,N,F,38,"Windsurfing, Choreography, Stock trading",36.1226,-95.2889
Joe,Jones,M,B,27,"Jogging, Acting, Sewing, Kiteboarding, Pinball",41.9419,-83.314
Michael,Ramirez,N,M,38,"Web design, Blacksmithing, Gymnastics, Filmography, Skydiving",45.8593,-84.6253
Nathan,Wilson,M,M,24,"Music, Food styling, Pilates, Video editing, Bowling",41.5816,-92.3729
Joel,Coleman,M,F,27,"Mixology, Kiteboarding, Boating, Mobile app development, Physics",30.0988,-81.7124
Michael,Jones,M,B,24,"Polo, Boxing, American football, Watercolor",39.6646,-74.1711
Alex,Hawkins,M,B,38,"Art, Jujitsu, Table tennis",36.8351,-83.8413
Brooke,Garcia,F,M,21,"Treasure hunting, Pilates, Kayaking, Photography",41.7438,-91.6112
Melissa,Reeves,N,B,30,"Hunting, Mixology, Letterboxing, Treasure hunting, Mathematics",37.7671,-75.6054
Troy,Carter,M,B,20,"Fishing, Pilates, Hunting",20.9062,-156.3677
Richard,Green,M,M,20,"Astronomy, Physics, Sketching",35.1543,-84.3191
Evan,Parker,M,F,36,"Surfing, Fitness, Theatre, Jazz, Muay Thai",33.709,-108.7614
Richard,Byrd,M,N,28,"Food styling, Diving, Singing, Table tennis, Football",31.8393,-111.0009
John,Harper,N,N,32,"Karate, Horseback riding, Football, Running, Data analysis",28.2379,-97.3254
Isaiah,Elliott,M,M,27,"Ceramics, Baseball, Horseback riding, Travel",40.0616,-76.7053
Carla,Wyatt,N,B,30,"Biking, Theater, Salsa",38.1562,-84.676
James,Peters,M,N,38,"Ice skating, Web design, Sewing, Poetry",35.1271,-85.1453
Diana,Butler,N,B,25,"Photography, Investment banking, Improv, Bar tending",48.3116,-111.6118
Christina,Brown,N,F,36,"Sailing, Theatre, Escape rooms",36.8003,-88.7928
Angela,Bonilla,F,M,28,"Floristry, Pool, Wine tasting",34.0885,-87.2075
Elizabeth,Shaw,F,N,37,"Equestrian, Yoga, Cooking, Knitting, Hunting",32.0815,-111.8959
Kimberly,Taylor,F,A,22,"Public relations, Jazz, Sewing, Hunting",40.1714,-98.4491
Michael,Anderson,N,F,24,"Journalism, Rugby, Nature, Diving",32.9241,-81.1886
Sarah,Diaz,F,B,24,"Art history, Rugby, Advertising",32.8095,-107.9391
Diana,Brown,F,F,20,"Nature Photography, Fitness, Boxing",32.861,-104.3971
Brandon,Gonzalez,M,F,28,"Table tennis, Teaching, Kickboxing, Rock climbing, Stand-up comedy",36.8667,-83.885
Marie,Smith,F,B,31,"Snowboarding, Pilates, Astrophysics, Horseback riding",38.9855,-89.7629
Stephen,Morgan,N,B,21,"Rock Climbing, Meditation, Advertising, DJing",40.9748,-74.024
Bridget,Nixon,N,A,37,"Bouldering, Equestrian, Theater, Yachting, Pinball",46.7814,-96.6542
Timothy,Klein,N,B,33,"Painting, Guitar, Paragliding",33.0408,-112.0011
Alexander,Peterson,M,F,33,"Singing, Improv, Boxing, Card games",47.7226,-122.7144
Shane,Hernandez,N,A,29,"Marketing, Gaming, Road cycling, Drawing, Boxing",34.1695,-80.0649
Larry,Warner,M,B,30,"Diving, Horseback riding, Roller hockey",35.039,-81.0111
William,Carter,M,B,20,"Windsurfing, Equestrian, Board games, Teaching, Skateboarding",31.4363,-83.5084
Geoffrey,Mack,M,F,34,"Gymnastics, Art history, Orienteering, Kayaking, Marketing",38.1573,-107.7545
Wanda,King,F,A,27,"Puzzle solving, Drawing, Gymnastics, Kayaking, Ballet",39.8859,-88.0662
Theresa,Moody,N,F,21,"Billiards, Video games, Darts",44.593,-89.7679
Benjamin,Hill,M,F,38,"Salsa, Skateboarding, Boxing, Literature, Reading",35.2236,-92.124
Nicholas,Rodriguez,M,N,22,"Mathematics, Yoga, Skiing",35.8328,-83.9358
Nathan,Burns,N,A,35,"Billiards, Video games, Sketching, Skiing",36.3675,-82.2243
Sara,Blake,F,B,19,"Reading, Rock Climbing, Skydiving",38.735,-85.2445
Cheryl,Thompson,F,B,37,"Marathons, Lacrosse, Fishing, Art, Baking",40.9438,-78.9767
Lawrence,Cox,M,A,30,"Floristry, Water polo, Acting, Watercolor",30.8209,-95.1111
Kimberly,Kelly,F,M,29,"Art history, Snowboarding, Pottery, Roller hockey",38.1872,-87.7086
Kristin,Hurley,N,A,29,"Triathlons, Kickboxing, Mathematics, Art history",42.604,-91.0726
Katherine,Morton,N,B,25,"Board games, Volleyball, Computer programming, Pottery",25.1224,-80.412
Monica,Mckee,N,F,23,"Football, Bar tending, Mixology",31.6788,-92.1493
Stephen,Shelton,N,N,39,"Music, Nature Photography, Weightlifting, Orienteering, Cycling",33.6949,-108.7639
Lori,Lawrence,N,F,18,"Pilates, Art history, Literature, Stock trading",35.7642,-81.2746
Daniel,Gould,N,M,24,"Photography, Video games, Skydiving, Nature",39.7278,-105.1572
George,Evans,N,F,27,"Hang gliding, Synchronized swimming, Muay Thai, Ethical hacking",31.4111,-96.5738
Amy,Barton,N,B,26,"Weightlifting, Astronomy, Theatre, Hiking, Drawing",41.1081,-76.8981
Edward,Jackson,N,N,19,"Air hockey, Travel, Hunting, Cooking, Fitness",38.7565,-90.7319
Nicole,Morales,F,B,23,"Hunting, Photography, Fishing, Music, Nature Photography",40.6747,-82.8403
Michele,Santos,F,M,22,"Hang gliding, Photography, Rock Climbing, Computer programming, Journalism",40.8992,-80.0487
Leslie,Mills,F,A,38,"Marketing, Treasure hunting, Stand-up comedy, Nature Photography, Mathematics",44.7173,-96.0526
Michael,Perez,M,A,20,"Interests, Cooking, Soccer, Surfing",34.4145,-110.0649
Kimberly,Williams,F,B,38,"Running, Travel, Diving",33.1777,-84.3581
Timothy,Erickson,N,N,27,"Music production, Field hockey, Wine tasting, Jazz, Golf",38.0456,-87.2907
Karen,Boyd,F,F,39,"Skydiving, Movies, Kiteboarding",48.0181,-114.2274
Zachary,Thompson,M,B,18,"Escape rooms, Acting, Choreography, Orienteering, Singing",40.1585,-74.3227
James,Wilcox,N,N,27,"Drawing, Art, Running",31.4342,-86.9723
Joel,Harris,M,A,36,"Sailing, Filmography, Paragliding, Roller hockey",42.587,-83.6012
Caitlyn,Ford,F,F,37,"Horseback riding, Floristry, Singing, Ballet",35.217,-99.5036
Nathaniel,Frank,M,N,26,"Writing, Food styling, Ballroom dancing",41.7775,-84.8064
Anthony,Mayer,M,M,28,"Pilates, Ballroom dancing, Writing, Synchronized swimming, Fitness",39.2782,-77.5291
Allison,Brown,F,B,35,"Gardening, Web design, Cooking, Letterboxing",42.7435,-78.9027
Jose,Smith,N,M,31,"Landscaping, Soccer, Bouldering, Stand-up comedy",38.8374,-76.7144
Meredith,Ibarra,F,A,20,"Skiing, Wrestling, Singing",44.0897,-96.1944
Brittany,Brooks,N,A,32,"Mountain biking, Cybersecurity, Diving, Table tennis, Singing",43.4015,-95.743
Angelica,Shepherd,N,F,29,"Poetry, Self defense, Board games, Soccer",39.2971,-90.6127
Gregory,Henson,N,A,33,"Dancing, Movies, Air hockey, Filmography, Travel",17.9559,-66.2265
Natalie,Mueller,F,N,22,"Weightlifting, Boxing, Theatre",38.0622,-81.1083
Daniel,Hicks,M,A,34,"Football, Swimming, Fishing, Shuffleboard",33.7581,-117.4677
Ryan,Schroeder,N,B,37,"Tennis, Sculpting, Skateboarding, Financial analysis, Sewing",45.7924,-97.7529
Stephanie,Solomon,N,N,31,"Rappelling, Nature, Triathlons, Swimming, Mobile app development",31.4836,-88.1513
Natalie,Hubbard,F,B,19,"Poetry, Astrophysics, Astronomy",35.3547,-109.0527
Jennifer,Brown,F,F,25,"Road cycling, Self defense, Blacksmithing",41.7173,-71.8757
Lindsay,Lozano,N,B,18,"Table tennis, Sewing, Pool",42.98,-93.1872
Zachary,Porter,N,A,37,"Filmmaking, Pool, Singing",35.3853,-82.5854
Virginia,Long,N,M,29,"Darts, Board games, Guitar, Journalism",39.4461,-84.3667
Colton,Burgess,M,F,20,"Poetry, Snowboarding, Marketing, Mountain biking, Video games",19.4659,-154.9157
Christopher,Short,N,M,23,"Treasure hunting, Food styling, Jujitsu, Astronomy, Physics",41.8086,-71.8854
Jeanette,Paul,N,F,39,"Baking, Ballroom dancing, Martial arts, Hunting, Nature Photography",18.445,-67.1363
Lisa,Potter,F,F,24,"Letterboxing, Woodworking, Food styling",40.1533,-74.8531
Paul,Schwartz,M,M,38,"Art, Interests, Video editing, Nature Photography, Wine tasting",39.9849,-75.82
Brandon,Gilbert,M,N,27,"Physics, Literature, Roller hockey, Ballet",39.8173,-74.9898
Kayla,Davis,N,N,28,"Public relations, Nature Photography, Skateboarding, Theater, Stand-up comedy",26.9364,-98.1152
Yolanda,Harris,F,N,18,"Mixology, Yachting, Teaching",33.2116,-96.5635
Cynthia,Morris,F,A,23,"Jazz, Photography, Sewing",47.3589,-121.9781
Heather,Bryant,F,B,18,"Teaching, Filmography, Improv, Gaming, Salsa",47.9257,-112.2917
Travis,Scott,M,M,32,"Paragliding, Ballet, Wine tasting, Squash, Equestrian",46.564,-123.5508
Jodi,Barber,F,N,29,"Nature, Badminton, Cybersecurity, Ballroom dancing, Video editing",32.8033,-116.9056
Tina,Stewart,F,A,29,"Food criticism, Art history, Sculpting",47.5137,-122.316
William,Rogers,M,A,34,"Biking, Literature, Travel, Interior design",33.7452,-83.8512
Angela,Lawson,F,A,30,"Drawing, Ballroom dancing, Cybersecurity",33.8201,-84.6451
Daniel,Davis,N,F,26,"Jogging, Food styling, Judo",41.3237,-71.822
Michael,Freeman,N,B,19,"Teaching, Drawing, Interests, Cycling",35.4579,-79.0547
Traci,Scott,F,N,32,"Cybersecurity, Kayaking, Windsurfing, Football",40.7685,-80.0583
Ryan,Hutchinson,N,M,30,"Roller hockey, Dancing, Hang gliding, Yachting",43.2413,-75.2567
Ashley,Oneill,N,M,32,"Ballet, Kayaking, Calligraphy, Astrophysics",36.7132,-78.9135
Nathan,Sellers,N,F,20,"Martial arts, Baseball, Paragliding, Interests",27.7065,-82.4209
James,Olsen,N,N,18,"Physics, Rock Climbing, Self defense, Cycling, Hang gliding",38.3601,-78.9413
Christopher,Vasquez,M,B,29,"Treasure hunting, Interior design, Filmography, Photography, Investment banking",35.1708,-88.5955
Joy,Sanchez,F,F,29,"Billiards, Financial analysis, Blacksmithing",37.081,-113.1034
Denise,Castillo,N,N,24,"Calligraphy, Hang gliding, Advertising, Swimming, Skydiving",40.0252,-90.6379
Stephen,Ward,N,M,20,"Photography, Floristry, Mobile app development",33.4365,-80.4201
Morgan,Myers,F,F,18,"Video editing, Data analysis, Travel, Martial arts",39.1854,-83.9319
